image_path,class,split
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0015.jpg,citrus greening disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/google_0096.jpg,garlic leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/z25.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/354.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry rust/google_0039.jpg,blueberry rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/115.jpg,raspberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/addition (8).jpg,banana panama disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/109.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/43.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0047.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grapevine leafroll disease/17 - Copy (5).jpg,grapevine leafroll disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/google_0088.jpg,banana leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/43.jpg,apple rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/165.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple tar spot/google_0074.jpg,maple tar spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/215.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli downy mildew/google_0119.jpg,broccoli downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/google_0142.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf spot/11.jpg,grape leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0015.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/google_0305.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/29.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/google_0480.jpg,strawberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/205.jpg,bell pepper leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/38.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0014.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/35.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/144.jpg,tomato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean mosaic virus/google_0082.jpg,bean mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/7.jpg,eggplant leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0228.jpg,eggplant leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0400.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0054.jpg,citrus greening disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0077.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0029.jpg,potato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/42.jpg,cucumber angular leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/72.jpg,cherry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/261.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/117.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf/google_0049.jpg,coffee leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/google_0292.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/22.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/85.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/122.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tobacco mosaic virus/160.jpg,tobacco mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0007.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0315.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli downy mildew/google_0246.jpg,broccoli downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/google_0041.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/29.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/55.jpg,ginger leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/24.jpg,celery leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/212.jpg,peach leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/google_0012.jpg,cauliflower leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/78.jpg,corn northern leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0000.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/222.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/478.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/517.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0157.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/google_0092.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf spot/22.jpg,grape leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/google_0002.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/37.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf/13.jpg,ginger leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/87.jpg,raspberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/1.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/144.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato yellow leaf curl virus/google_0106.jpg,tomato yellow leaf curl virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0110.jpg,basil downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/130 - Copy.jpg,rice sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry rust/164.jpg,blueberry rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/57.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/68.jpg,cucumber angular leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/google_0200.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0085.jpg,grape black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/72.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/81.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/49.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0127.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/google_0044.jpg,strawberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/122.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/433.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0063.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf blight/59.jpg,garlic leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/108.jpg,cherry powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0341.jpg,grape black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/google_0019.jpg,garlic leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0024.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/38.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf spot/google_0222.jpg,bell pepper leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/soybean leaf/google_0464.jpg,soybean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0148.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/19.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf rust/google_0061.jpg,coffee leaf rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/google_0025.jpg,maple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0242.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0264.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant cercospora leaf spot/google_0058 - Copy.jpg,eggplant cercospora leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0001.jpg,basil downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/11.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/77.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0388.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli downy mildew/22.jpg,broccoli downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/55.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/32.jpg,tomato bacterial leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/google_0028.jpg,tomato leaf mold,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/google_0257.jpg,tomato leaf mold,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0090.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/google_0399.jpg,strawberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0046.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/178.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0019.jpg,grape black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/104.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/89.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0352.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/199.jpg,celery leaf,train
